Date,Category,Product,Region,Units,Price,Sales,Satisfaction
2025-04-02,Clothing,Jeans,South,1,60.56,60.56,3.5
2025-04-03,Home,Blender,North,4,51.87,207.48,3.2
2025-04-03,Sports,Bicycle,West,1,440.94,440.94,3.7
2025-04-03,Beauty,Mascara,West,3,20.31,60.93,5.0
2025-04-03,Home,Sofa,North,4,561.75,2247.0,4.4
2025-04-03,Sports,Yoga Mat,East,1,30.41,30.41,4.8
2025-04-03,Beauty,Mascara,East,1,19.58,19.58,5.0
2025-04-03,Home,Blender,East,4,50.89,203.56,3.3
2025-04-04,Electronics,Laptop,North,1,939.76,939.76,3.8
2025-04-04,Clothing,Sneakers,West,1,83.19,83.19,4.8
2025-04-04,Sports,Dumbbell,North,2,42.37,84.74,4.0
2025-04-04,Beauty,Lipstick,South,2,14.76,29.52,5.0
2025-04-04,Electronics,Smartphone,North,1,674.67,674.67,4.0
2025-04-04,Sports,Running Shoes,South,1,82.88,82.88,4.5
2025-04-05,Home,Coffee Maker,West,2,81.56,163.12,3.5
2025-04-05,Home,Vacuum,North,1,169.07,169.07,3.9
2025-04-05,Beauty,Perfume,East,1,81.41,81.41,5.0
2025-04-05,Electronics,Smartwatch,South,2,270.65,541.3,4.6
2025-04-05,Home,Coffee Maker,South,3,84.26,252.78,3.3
2025-04-05,Sports,Yoga Mat,North,2,29.56,59.12,2.6
2025-04-05,Home,Blender,East,2,46.72,93.44,3.6
2025-04-05,Beauty,Lipstick,North,1,15.31,15.31,3.5
2025-04-05,Electronics,Laptop,North,1,958.71,958.71,4.7
2025-04-06,Sports,Bicycle,East,2,464.67,929.34,2.7
2025-04-06,Sports,Bicycle,South,1,471.23,471.23,4.5
2025-04-06,Electronics,Smartphone,North,4,630.13,2520.52,3.5
2025-04-06,Clothing,T-Shirt,West,2,25.0,50.0,4.8
2025-04-06,Beauty,Face Cream,South,4,36.26,145.04,3.6
2025-04-06,Sports,Running Shoes,North,3,86.46,259.38,4.8
2025-04-06,Clothing,Sneakers,West,1,72.87,72.87,5.0
2025-04-06,Electronics,Laptop,South,1,1015.01,1015.01,2.6
2025-04-06,Clothing,Jacket,South,2,115.52,231.04,4.2
2025-04-07,Home,Sofa,East,4,602.81,2411.24,4.6
2025-04-07,Electronics,Smartwatch,East,1,263.26,263.26,4.6
2025-04-07,Home,Vacuum,West,1,175.56,175.56,4.2
2025-04-07,Home,Sofa,South,3,578.03,1734.09,3.6
2025-04-07,Clothing,T-Shirt,East,3,27.13,81.39,3.6
2025-04-07,Clothing,Jacket,South,1,124.38,124.38,4.9
2025-04-07,Electronics,Smartphone,West,1,662.38,662.38,3.9
2025-04-07,Home,Vacuum,North,4,166.94,667.76,4.1
2025-04-07,Sports,Yoga Mat,West,4,28.41,113.64,3.9
2025-04-07,Home,Blender,North,2,54.87,109.74,4.8
2025-04-08,Beauty,Face Cream,East,1,35.97,35.97,4.2
2025-04-08,Electronics,Headphones,East,2,155.3,310.6,4.2
2025-04-08,Beauty,Lipstick,North,1,14.42,14.42,3.6
2025-04-08,Sports,Dumbbell,East,1,37.14,37.14,2.3
2025-04-08,Beauty,Face Cream,South,3,34.35,103.05,5.0
2025-04-08,Home,Vacuum,East,1,193.09,193.09,5.0
2025-04-08,Sports,Bicycle,West,2,405.96,811.92,4.2
2025-04-08,Beauty,Perfume,North,1,74.75,74.75,4.4
2025-04-08,Sports,Running Shoes,East,1,83.19,83.19,4.1
2025-04-08,Clothing,T-Shirt,North,2,25.82,51.64,3.7
2025-04-08,Sports,Bicycle,North,3,441.96,1325.88,3.5
2025-04-08,Clothing,Jacket,South,2,130.34,260.68,4.5
2025-04-09,Electronics,Headphones,North,4,148.06,592.24,3.8
2025-04-09,Electronics,Laptop,South,1,943.93,943.93,4.1
2025-04-09,Beauty,Perfume,West,3,76.5,229.5,4.9
2025-04-09,Electronics,Smartphone,East,1,760.03,760.03,4.9
2025-04-09,Beauty,Mascara,North,1,19.4,19.4,5.0
2025-04-09,Electronics,Headphones,West,1,162.54,162.54,4.8
2025-04-09,Clothing,Jacket,South,1,112.56,112.56,5.0
2025-04-09,Sports,Dumbbell,North,3,41.49,124.47,3.8
2025-04-09,Electronics,Headphones,South,1,160.98,160.98,4.0
2025-04-09,Home,Blender,West,2,48.21,96.42,5.0
2025-04-10,Clothing,T-Shirt,West,3,27.46,82.38,4.4
2025-04-10,Electronics,Headphones,East,1,147.1,147.1,3.7
2025-04-10,Home,Vacuum,West,1,194.55,194.55,4.3
2025-04-10,Home,Vacuum,East,1,164.21,164.21,3.3
2025-04-10,Sports,Yoga Mat,East,1,32.43,32.43,3.6
2025-04-10,Clothing,Jacket,South,1,115.15,115.15,4.0
2025-04-10,Electronics,Headphones,South,2,162.47,324.94,3.4
2025-04-10,Clothing,Jacket,South,3,112.56,337.68,3.2
2025-04-10,Sports,Yoga Mat,North,1,28.03,28.03,3.7
2025-04-10,Home,Coffee Maker,South,2,81.24,162.48,4.5
2025-04-11,Beauty,Perfume,West,3,86.55,259.65,4.1
2025-04-11,Beauty,Face Cream,South,1,34.14,34.14,4.4
2025-04-11,Home,Vacuum,South,1,168.99,168.99,4.6
2025-04-11,Electronics,Smartwatch,North,2,232.79,465.58,5.0
2025-04-11,Home,Vacuum,South,1,176.89,176.89,4.1
2025-04-12,Sports,Running Shoes,West,2,83.08,166.16,4.5
2025-04-12,Clothing,Jacket,South,5,110.61,553.05,5.0
2025-04-12,Clothing,Jacket,East,2,123.09,246.18,3.7
2025-04-12,Electronics,Laptop,North,3,1083.53,3250.59,5.0
2025-04-12,Electronics,Laptop,North,2,962.74,1925.48,4.6
2025-04-12,Clothing,Jacket,South,3,122.32,366.96,3.4
2025-04-12,Clothing,Jacket,East,2,123.79,247.58,4.0
2025-04-12,Beauty,Mascara,West,1,20.78,20.78,3.8
2025-04-13,Clothing,Jeans,East,3,55.32,165.96,4.6
2025-04-13,Electronics,Headphones,West,2,135.76,271.52,3.9
2025-04-13,Sports,Bicycle,East,1,412.84,412.84,4.1
2025-04-13,Electronics,Laptop,West,1,1082.17,1082.17,3.4
2025-04-13,Electronics,Smartwatch,North,2,230.57,461.14,4.2
2025-04-13,Clothing,Jacket,North,3,121.12,363.36,5.0
2025-04-14,Clothing,Sneakers,West,1,86.66,86.66,5.0
2025-04-14,Electronics,Smartphone,North,1,646.09,646.09,5.0
2025-04-14,Home,Sofa,North,1,577.69,577.69,4.3
2025-04-14,Beauty,Lipstick,East,4,15.73,62.92,2.7
2025-04-14,Beauty,Lipstick,South,1,15.99,15.99,3.5
2025-04-14,Electronics,Smartphone,East,3,709.65,2128.95,3.8
2025-04-15,Clothing,Jacket,West,4,127.05,508.2,5.0
2025-04-15,Beauty,Mascara,West,1,21.38,21.38,4.1
2025-04-15,Clothing,Sneakers,North,2,79.43,158.86,3.7
2025-04-15,Beauty,Mascara,East,2,21.0,42.0,3.7
2025-04-15,Clothing,T-Shirt,North,1,24.4,24.4,3.5
2025-04-16,Sports,Yoga Mat,East,3,30.68,92.04,5.0
2025-04-16,Clothing,Sneakers,South,1,80.18,80.18,4.7
2025-04-16,Clothing,Jeans,North,1,58.3,58.3,3.4
2025-04-16,Clothing,Sneakers,West,2,83.65,167.3,3.9
2025-04-16,Beauty,Mascara,South,1,21.42,21.42,4.5
2025-04-16,Sports,Bicycle,West,1,415.74,415.74,4.1
2025-04-16,Home,Vacuum,South,1,173.73,173.73,5.0
2025-04-16,Beauty,Face Cream,North,3,32.12,96.36,5.0
2025-04-17,Home,Blender,West,2,53.28,106.56,3.9
2025-04-17,Home,Coffee Maker,South,1,84.81,84.81,4.4
2025-04-17,Sports,Dumbbell,East,4,41.63,166.52,3.5
2025-04-17,Clothing,Sneakers,South,1,80.44,80.44,5.0
2025-04-17,Electronics,Smartphone,South,3,644.19,1932.57,4.1
2025-04-17,Beauty,Perfume,North,2,83.32,166.64,5.0
2025-04-17,Electronics,Smartwatch,South,4,261.38,1045.52,4.6
2025-04-17,Sports,Running Shoes,East,2,92.22,184.44,5.0
2025-04-17,Electronics,Smartphone,West,1,669.15,669.15,4.9
2025-04-18,Beauty,Lipstick,South,2,14.81,29.62,4.7
2025-04-18,Clothing,T-Shirt,South,1,25.29,25.29,2.5
2025-04-18,Sports,Bicycle,South,4,435.27,1741.08,4.2
2025-04-18,Clothing,Jeans,North,1,61.48,61.48,5.0
2025-04-18,Sports,Bicycle,South,1,460.28,460.28,3.2
2025-04-18,Electronics,Headphones,South,1,137.25,137.25,3.8
2025-04-18,Home,Vacuum,South,1,191.81,191.81,4.7
2025-04-18,Clothing,Jeans,North,1,55.43,55.43,5.0
2025-04-18,Clothing,Jacket,North,2,117.44,234.88,4.0
2025-04-18,Home,Vacuum,North,1,182.55,182.55,3.7
2025-04-18,Beauty,Lipstick,South,5,14.71,73.55,3.9
2025-04-18,Clothing,Jeans,South,2,64.38,128.76,3.3
2025-04-19,Clothing,T-Shirt,South,3,24.91,74.73,5.0
2025-04-19,Electronics,Smartwatch,West,1,245.96,245.96,4.3
2025-04-19,Clothing,Jeans,South,1,57.0,57.0,3.2
2025-04-19,Clothing,Sneakers,East,3,73.64,220.92,4.4
2025-04-19,Clothing,T-Shirt,North,1,25.52,25.52,4.5
2025-04-19,Sports,Running Shoes,South,1,96.32,96.32,3.8
2025-04-19,Sports,Dumbbell,East,2,43.19,86.38,4.5
2025-04-20,Clothing,Jacket,South,2,119.43,238.86,2.9
2025-04-20,Beauty,Lipstick,South,1,14.92,14.92,3.6
2025-04-20,Clothing,T-Shirt,North,1,27.48,27.48,3.9
2025-04-20,Sports,Running Shoes,East,3,84.66,253.98,2.9
2025-04-20,Beauty,Mascara,West,1,21.23,21.23,2.2
2025-04-20,Beauty,Perfume,West,1,85.27,85.27,4.3
2025-04-20,Clothing,T-Shirt,East,2,27.21,54.42,4.6
2025-04-20,Beauty,Lipstick,North,2,14.15,28.3,4.1
2025-04-20,Sports,Bicycle,East,3,423.43,1270.29,4.1
2025-04-21,Home,Vacuum,West,4,196.36,785.44,4.3
2025-04-21,Beauty,Lipstick,East,3,14.63,43.89,5.0
2025-04-21,Clothing,Jacket,East,2,121.02,242.04,4.1
2025-04-21,Clothing,T-Shirt,South,2,24.47,48.94,5.0
2025-04-21,Clothing,Sneakers,West,1,75.69,75.69,3.9
2025-04-21,Electronics,Headphones,West,1,145.64,145.64,4.3
2025-04-21,Clothing,Jeans,East,1,54.2,54.2,3.7
2025-04-22,Beauty,Lipstick,East,2,14.73,29.46,4.0
2025-04-22,Home,Blender,South,1,53.57,53.57,4.3
2025-04-22,Clothing,Sneakers,North,3,84.76,254.28,3.0
2025-04-22,Beauty,Perfume,West,2,84.11,168.22,2.1
2025-04-22,Clothing,T-Shirt,South,1,24.9,24.9,2.4
2025-04-22,Beauty,Face Cream,South,2,37.29,74.58,5.0
2025-04-22,Beauty,Mascara,North,2,19.61,39.22,4.6
2025-04-22,Sports,Yoga Mat,South,1,27.77,27.77,5.0
2025-04-22,Beauty,Face Cream,North,1,32.91,32.91,4.0
2025-04-22,Clothing,T-Shirt,East,1,27.44,27.44,3.7
2025-04-22,Sports,Running Shoes,North,1,89.1,89.1,5.0
2025-04-23,Electronics,Smartwatch,North,1,239.09,239.09,3.4
2025-04-23,Sports,Dumbbell,North,1,36.38,36.38,3.9
2025-04-23,Home,Blender,East,1,52.84,52.84,3.2
2025-04-23,Electronics,Smartphone,North,5,740.88,3704.4,4.3
2025-04-23,Electronics,Laptop,East,2,967.16,1934.32,2.9
2025-04-23,Beauty,Mascara,South,4,19.11,76.44,4.4
2025-04-23,Electronics,Laptop,East,5,980.99,4904.95,3.3
2025-04-23,Home,Vacuum,North,1,176.12,176.12,3.5
2025-04-23,Sports,Running Shoes,West,1,86.7,86.7,5.0
2025-04-24,Home,Coffee Maker,North,3,87.25,261.75,4.7
2025-04-24,Clothing,Jeans,East,1,60.45,60.45,4.3
2025-04-24,Clothing,Jacket,South,2,124.63,249.26,5.0
2025-04-24,Beauty,Mascara,North,1,18.22,18.22,5.0
2025-04-24,Beauty,Mascara,West,1,18.24,18.24,4.0
2025-04-24,Clothing,T-Shirt,East,1,25.56,25.56,3.7
2025-04-24,Home,Blender,East,1,48.85,48.85,5.0
2025-04-24,Beauty,Lipstick,East,1,15.23,15.23,3.9
2025-04-24,Beauty,Mascara,North,3,18.75,56.25,3.8
2025-04-25,Beauty,Perfume,South,1,85.52,85.52,3.9
2025-04-25,Beauty,Perfume,East,2,74.23,148.46,4.4
2025-04-25,Clothing,Jacket,West,1,110.22,110.22,5.0
2025-04-25,Electronics,Headphones,North,4,142.32,569.28,4.8
2025-04-25,Beauty,Mascara,North,1,21.56,21.56,4.0
2025-04-25,Beauty,Lipstick,South,3,13.82,41.46,4.5
2025-04-25,Beauty,Perfume,North,1,83.38,83.38,3.7
2025-04-25,Beauty,Mascara,East,1,19.64,19.64,4.4
2025-04-25,Beauty,Face Cream,South,3,31.52,94.56,4.2
2025-04-25,Home,Blender,East,1,51.77,51.77,5.0
2025-04-25,Clothing,Sneakers,East,3,72.49,217.47,4.7
2025-04-26,Home,Blender,South,1,51.77,51.77,4.2
2025-04-26,Electronics,Headphones,North,1,151.34,151.34,3.6
2025-04-26,Electronics,Smartwatch,South,2,263.02,526.04,4.2
2025-04-26,Sports,Bicycle,South,4,492.88,1971.52,4.0
2025-04-26,Home,Sofa,North,2,576.39,1152.78,3.1
2025-04-26,Electronics,Smartwatch,North,3,267.92,803.76,3.6
2025-04-27,Electronics,Smartwatch,West,2,236.62,473.24,3.7
2025-04-27,Home,Vacuum,South,3,172.95,518.85,3.8
2025-04-27,Home,Sofa,South,4,658.07,2632.28,4.3
2025-04-27,Sports,Bicycle,South,3,419.07,1257.21,3.5
2025-04-27,Sports,Running Shoes,East,2,85.69,171.38,3.6
2025-04-27,Clothing,Jeans,West,1,60.22,60.22,4.6
2025-04-27,Home,Coffee Maker,East,4,86.34,345.36,4.5
2025-04-27,Clothing,Jeans,West,1,59.57,59.57,3.5
2025-04-27,Electronics,Laptop,East,1,932.71,932.71,3.0
2025-04-27,Beauty,Lipstick,East,3,15.43,46.29,4.9
2025-04-28,Electronics,Smartwatch,North,2,247.92,495.84,4.3
2025-04-28,Sports,Dumbbell,South,1,39.99,39.99,3.9
2025-04-28,Clothing,Jacket,West,1,131.98,131.98,4.4
2025-04-28,Clothing,Sneakers,South,1,80.45,80.45,3.5
2025-04-28,Home,Coffee Maker,East,1,88.84,88.84,4.8
2025-04-28,Clothing,T-Shirt,East,1,23.6,23.6,5.0
2025-04-28,Sports,Running Shoes,South,3,87.96,263.88,4.2
2025-04-28,Home,Coffee Maker,West,2,85.95,171.9,4.6
2025-04-28,Home,Blender,West,3,49.64,148.92,5.0
2025-04-29,Clothing,Jacket,East,1,113.35,113.35,5.0
2025-04-29,Clothing,Jacket,West,2,127.72,255.44,3.5
2025-04-29,Beauty,Face Cream,North,1,37.88,37.88,4.5
2025-04-29,Home,Blender,East,1,45.97,45.97,5.0
2025-04-29,Electronics,Smartphone,South,4,695.66,2782.64,4.5
2025-04-29,Clothing,Jeans,West,4,58.78,235.12,4.7
2025-04-29,Home,Vacuum,North,2,174.79,349.58,4.0
2025-04-29,Sports,Yoga Mat,South,1,28.84,28.84,5.0
2025-04-29,Electronics,Smartwatch,North,2,231.98,463.96,3.2
2025-04-29,Sports,Bicycle,West,1,446.34,446.34,5.0
2025-04-30,Home,Vacuum,South,1,195.76,195.76,4.6
2025-04-30,Electronics,Laptop,East,1,938.5,938.5,4.0
2025-04-30,Electronics,Laptop,West,2,1016.51,2033.02,5.0
2025-04-30,Clothing,T-Shirt,South,1,23.43,23.43,5.0
2025-04-30,Beauty,Mascara,South,5,18.81,94.05,4.4
2025-04-30,Electronics,Laptop,North,1,1019.27,1019.27,5.0
2025-04-30,Sports,Dumbbell,South,1,37.65,37.65,5.0
2025-04-30,Home,Vacuum,South,3,173.01,519.03,3.6
2025-04-30,Clothing,Sneakers,North,3,73.69,221.07,4.4
2025-04-30,Sports,Yoga Mat,South,1,31.66,31.66,5.0
2025-04-30,Sports,Bicycle,East,1,490.53,490.53,4.6
2025-04-30,Electronics,Laptop,East,1,1091.59,1091.59,3.2
2025-04-30,Home,Sofa,South,1,614.55,614.55,4.4
2025-04-30,Sports,Dumbbell,West,3,37.15,111.45,4.9
2025-05-01,Home,Vacuum,East,2,167.64,335.28,4.2
2025-05-01,Home,Coffee Maker,East,4,89.88,359.52,4.1
2025-05-01,Beauty,Face Cream,North,1,37.77,37.77,5.0
2025-05-01,Clothing,T-Shirt,East,4,23.34,93.36,4.7
2025-05-01,Beauty,Lipstick,North,1,14.91,14.91,4.1
2025-05-02,Beauty,Lipstick,East,1,13.81,13.81,3.9
2025-05-02,Home,Coffee Maker,West,2,96.12,192.24,4.5
2025-05-02,Beauty,Mascara,West,1,21.29,21.29,4.6
2025-05-02,Sports,Bicycle,West,1,409.92,409.92,5.0
2025-05-02,Sports,Yoga Mat,South,3,29.73,89.19,5.0
2025-05-02,Electronics,Laptop,South,2,1038.36,2076.72,4.4
2025-05-02,Home,Coffee Maker,East,1,85.07,85.07,3.9
2025-05-02,Electronics,Headphones,East,1,162.31,162.31,4.7
2025-05-02,Beauty,Lipstick,East,1,14.15,14.15,3.5
2025-05-02,Clothing,Jacket,North,1,130.87,130.87,4.3
2025-05-03,Electronics,Smartwatch,West,1,268.78,268.78,3.1
2025-05-03,Clothing,T-Shirt,East,2,24.38,48.76,3.3
2025-05-03,Electronics,Laptop,West,4,1079.63,4318.52,4.9
2025-05-03,Beauty,Perfume,West,1,87.99,87.99,4.3
2025-05-03,Beauty,Face Cream,South,1,36.25,36.25,4.3
2025-05-04,Sports,Running Shoes,North,1,98.36,98.36,4.1
2025-05-04,Home,Vacuum,South,3,171.78,515.34,3.6
2025-05-04,Clothing,Jeans,South,2,59.03,118.06,4.0
2025-05-04,Home,Coffee Maker,East,3,98.75,296.25,3.9
2025-05-04,Electronics,Smartwatch,West,3,261.37,784.11,4.1
2025-05-04,Clothing,T-Shirt,South,1,24.92,24.92,4.3
2025-05-04,Electronics,Smartphone,North,1,700.0,700.0,4.2
2025-05-04,Home,Coffee Maker,East,3,89.54,268.62,5.0
2025-05-04,Clothing,T-Shirt,South,2,26.57,53.14,3.9
2025-05-05,Clothing,Jeans,South,1,55.73,55.73,3.6
2025-05-05,Sports,Bicycle,South,1,450.54,450.54,3.7
2025-05-05,Electronics,Headphones,West,2,156.52,313.04,4.5
2025-05-05,Clothing,Jacket,South,1,120.6,120.6,4.3
2025-05-05,Sports,Running Shoes,West,1,93.93,93.93,3.5
2025-05-05,Clothing,Sneakers,West,1,77.63,77.63,4.8
2025-05-05,Sports,Dumbbell,North,1,39.33,39.33,4.5
2025-05-05,Electronics,Headphones,South,2,141.13,282.26,4.9
2025-05-05,Sports,Running Shoes,North,1,89.64,89.64,4.9
2025-05-05,Clothing,Jeans,South,2,62.62,125.24,4.3
2025-05-05,Beauty,Perfume,North,1,79.42,79.42,4.0
2025-05-06,Clothing,Jacket,West,2,123.16,246.32,4.7
2025-05-06,Clothing,T-Shirt,North,1,24.79,24.79,4.0
2025-05-06,Beauty,Perfume,North,2,86.83,173.66,4.1
2025-05-06,Clothing,Jacket,South,1,117.17,117.17,3.9
2025-05-06,Electronics,Headphones,East,1,147.9,147.9,5.0
2025-05-06,Beauty,Lipstick,East,2,14.24,28.48,4.8
2025-05-06,Sports,Yoga Mat,West,1,27.47,27.47,5.0
2025-05-06,Sports,Bicycle,West,2,424.86,849.72,4.5
2025-05-06,Beauty,Face Cream,South,1,37.98,37.98,5.0
2025-05-06,Electronics,Smartwatch,West,1,242.08,242.08,4.0
2025-05-07,Clothing,Jeans,West,1,61.4,61.4,4.4
2025-05-07,Home,Vacuum,South,2,194.36,388.72,4.1
2025-05-07,Beauty,Mascara,West,4,21.59,86.36,4.3
2025-05-07,Clothing,Sneakers,East,3,85.21,255.63,4.7
2025-05-07,Sports,Dumbbell,North,1,43.62,43.62,3.8
2025-05-07,Electronics,Smartphone,West,1,765.09,765.09,4.4
2025-05-07,Beauty,Face Cream,East,1,32.5,32.5,4.2
2025-05-08,Home,Blender,South,3,51.66,154.98,4.2
2025-05-08,Sports,Bicycle,East,2,478.63,957.26,4.0
2025-05-08,Electronics,Smartphone,North,1,737.12,737.12,4.5
2025-05-08,Home,Coffee Maker,North,2,84.83,169.66,3.4
2025-05-08,Electronics,Headphones,East,1,150.55,150.55,3.1
2025-05-08,Home,Sofa,North,1,652.13,652.13,4.8
2025-05-08,Electronics,Smartwatch,West,2,252.35,504.7,4.1
2025-05-08,Sports,Yoga Mat,East,4,32.78,131.12,3.5
2025-05-08,Beauty,Lipstick,West,1,15.66,15.66,3.0
2025-05-08,Clothing,Jacket,West,1,110.32,110.32,5.0
2025-05-08,Electronics,Smartphone,West,1,742.31,742.31,3.8
2025-05-08,Home,Sofa,South,3,624.04,1872.12,4.1
2025-05-08,Electronics,Laptop,North,1,938.33,938.33,3.1
2025-05-09,Home,Coffee Maker,East,3,87.14,261.42,3.1
2025-05-09,Electronics,Headphones,West,1,147.11,147.11,5.0
2025-05-09,Home,Vacuum,East,2,183.76,367.52,4.0
2025-05-09,Electronics,Smartwatch,South,4,236.94,947.76,3.5
2025-05-09,Sports,Yoga Mat,East,2,28.26,56.52,3.8
2025-05-09,Home,Vacuum,West,1,181.86,181.86,4.6
2025-05-09,Beauty,Mascara,North,1,18.74,18.74,4.2
2025-05-09,Home,Sofa,North,2,564.72,1129.44,4.2
2025-05-10,Electronics,Headphones,North,4,163.36,653.44,3.9
2025-05-10,Sports,Yoga Mat,North,3,28.19,84.57,5.0
2025-05-10,Home,Blender,North,1,46.27,46.27,3.5
2025-05-10,Beauty,Mascara,South,4,18.78,75.12,4.1
2025-05-10,Beauty,Perfume,South,2,76.32,152.64,4.4
2025-05-10,Beauty,Face Cream,West,2,31.77,63.54,3.1
2025-05-10,Beauty,Face Cream,East,3,38.5,115.5,4.3
2025-05-10,Beauty,Perfume,East,2,73.84,147.68,3.3
2025-05-10,Sports,Yoga Mat,East,1,27.46,27.46,4.7
2025-05-10,Beauty,Mascara,South,2,21.73,43.46,4.1
2025-05-11,Clothing,Jacket,West,3,129.02,387.06,5.0
2025-05-11,Clothing,Jeans,South,5,58.84,294.2,4.6
2025-05-11,Home,Coffee Maker,East,1,82.13,82.13,3.4
2025-05-11,Electronics,Laptop,South,1,1044.67,1044.67,4.0
2025-05-11,Beauty,Mascara,South,3,20.92,62.76,4.4
2025-05-11,Beauty,Perfume,West,5,78.52,392.6,4.3
2025-05-11,Electronics,Headphones,East,2,150.36,300.72,3.8
2025-05-11,Home,Sofa,West,1,608.6,608.6,4.2
2025-05-11,Beauty,Perfume,West,1,75.86,75.86,5.0
2025-05-11,Home,Sofa,South,1,570.82,570.82,4.2
2025-05-11,Home,Vacuum,South,4,167.08,668.32,4.2
2025-05-11,Beauty,Lipstick,East,2,13.72,27.44,4.8
2025-05-12,Clothing,Jacket,West,1,130.75,130.75,4.1
2025-05-12,Clothing,Jeans,South,2,63.47,126.94,4.5
2025-05-12,Beauty,Face Cream,West,3,36.91,110.73,4.7
2025-05-12,Clothing,T-Shirt,North,2,26.49,52.98,3.8
2025-05-12,Beauty,Face Cream,South,4,32.74,130.96,3.3
2025-05-12,Clothing,Jeans,West,2,58.68,117.36,4.3
2025-05-12,Clothing,Jeans,West,1,55.91,55.91,4.9
2025-05-12,Home,Blender,East,1,51.66,51.66,4.8
2025-05-12,Electronics,Smartwatch,East,1,255.34,255.34,3.5
2025-05-12,Clothing,T-Shirt,West,2,22.96,45.92,3.9
2025-05-13,Clothing,Jacket,West,2,121.2,242.4,4.7
2025-05-13,Sports,Running Shoes,East,3,98.83,296.49,5.0
2025-05-13,Sports,Dumbbell,South,2,42.74,85.48,2.1
2025-05-13,Home,Blender,West,4,54.0,216.0,5.0
2025-05-13,Sports,Dumbbell,South,2,40.73,81.46,5.0
2025-05-13,Sports,Yoga Mat,West,3,30.64,91.92,5.0
2025-05-13,Home,Coffee Maker,East,1,87.91,87.91,4.4
2025-05-13,Sports,Dumbbell,South,1,40.28,40.28,5.0
2025-05-13,Clothing,Jacket,East,3,115.67,347.01,3.5
2025-05-13,Electronics,Headphones,West,2,155.16,310.32,4.1
2025-05-13,Home,Blender,North,2,46.64,93.28,4.2
2025-05-13,Sports,Running Shoes,West,2,87.61,175.22,3.8
2025-05-14,Sports,Dumbbell,North,2,43.47,86.94,5.0
2025-05-14,Sports,Yoga Mat,North,2,27.51,55.02,3.5
2025-05-14,Beauty,Lipstick,East,1,13.74,13.74,5.0
2025-05-14,Electronics,Laptop,East,3,1036.52,3109.56,3.0
2025-05-14,Sports,Yoga Mat,South,1,31.47,31.47,3.6
2025-05-14,Beauty,Lipstick,South,1,15.49,15.49,5.0
2025-05-14,Beauty,Mascara,West,1,21.47,21.47,5.0
2025-05-14,Electronics,Smartphone,North,1,769.91,769.91,4.0
2025-05-15,Electronics,Laptop,South,2,1089.0,2178.0,5.0
2025-05-15,Beauty,Lipstick,West,2,16.22,32.44,3.1
2025-05-15,Beauty,Face Cream,East,2,32.65,65.3,4.8
2025-05-15,Beauty,Perfume,West,1,81.85,81.85,5.0
2025-05-15,Electronics,Laptop,East,3,1048.26,3144.78,5.0
2025-05-15,Clothing,Jacket,South,2,122.41,244.82,5.0
2025-05-15,Home,Vacuum,North,3,171.58,514.74,3.7
2025-05-15,Electronics,Smartwatch,East,1,256.69,256.69,5.0
2025-05-15,Home,Sofa,West,3,592.87,1778.61,2.7
2025-05-15,Electronics,Smartwatch,East,2,264.81,529.62,4.3
2025-05-15,Sports,Dumbbell,North,1,41.98,41.98,4.4
2025-05-15,Beauty,Mascara,East,1,19.58,19.58,2.7
2025-05-15,Electronics,Headphones,South,1,158.92,158.92,3.2
2025-05-15,Beauty,Face Cream,West,1,31.91,31.91,3.3
2025-05-16,Electronics,Smartwatch,South,2,254.54,509.08,4.0
2025-05-16,Home,Vacuum,West,1,179.67,179.67,5.0
2025-05-16,Electronics,Smartphone,East,2,752.38,1504.76,5.0
2025-05-16,Home,Sofa,East,1,563.78,563.78,2.8
2025-05-16,Beauty,Perfume,South,1,87.95,87.95,3.8
2025-05-16,Electronics,Laptop,East,2,946.08,1892.16,5.0
2025-05-17,Beauty,Face Cream,East,1,33.04,33.04,4.1
2025-05-17,Home,Coffee Maker,South,3,92.7,278.1,4.8
2025-05-17,Beauty,Lipstick,West,1,15.28,15.28,5.0
2025-05-17,Home,Sofa,East,1,656.45,656.45,4.2
2025-05-17,Home,Blender,West,2,52.15,104.3,2.8
2025-05-18,Electronics,Laptop,West,3,988.74,2966.22,3.3
2025-05-18,Clothing,T-Shirt,North,1,23.51,23.51,4.0
2025-05-18,Clothing,Sneakers,East,2,72.58,145.16,4.6
2025-05-18,Sports,Running Shoes,East,1,93.3,93.3,2.8
2025-05-18,Electronics,Smartwatch,South,2,264.95,529.9,4.7
2025-05-18,Clothing,Jacket,East,2,120.89,241.78,3.8
2025-05-18,Beauty,Face Cream,North,1,37.05,37.05,5.0
2025-05-18,Clothing,T-Shirt,South,1,23.08,23.08,3.9
2025-05-18,Clothing,Jacket,North,2,114.01,228.02,4.1
2025-05-18,Home,Sofa,South,2,656.47,1312.94,5.0
2025-05-18,Sports,Bicycle,South,1,449.53,449.53,4.3
2025-05-18,Clothing,Jeans,West,1,63.0,63.0,5.0
2025-05-18,Sports,Bicycle,North,3,405.76,1217.28,3.5
2025-05-18,Sports,Bicycle,North,2,484.33,968.66,5.0
2025-05-19,Clothing,Jacket,South,1,111.72,111.72,4.6
2025-05-19,Sports,Running Shoes,North,2,94.46,188.92,5.0
2025-05-19,Electronics,Smartphone,West,1,753.38,753.38,4.6
